"id","store_name","store_url","active_flag"
1,"東京本店","https://mikado-tokyo.com/",1
2,"横浜店","https://mikado-tokyo.com/yokohama/",1
3,"千葉店","https://mikado-tokyo.com/chiba/",1
4,"大宮店","https://mikado-tokyo.com/omiya/",1
5,"名古屋店","https://mikado-tokyo.com/nagoya/",1
6,"大阪店","https://mikado-tokyo.com/osaka/",1
